SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
63.0,58.0,38.0,46.0,92.0,76.0,43.0,51.0
59583.0,63787.0,98364.0,72069.0,97197.0,101186.0,62652.0,68497.0
823.0,849.0,824.0,582.0,926.0,1250.0,765.0,842.0
25401.0,30468.0,35352.0,28341.0,38369.0,40001.0,27936.0,31811.0
248.0,155.0,288.0,119.0,258.0,256.0,259.0,147.0
492.0,592.0,783.0,467.0,815.0,1084.0,554.0,794.0
387.0,258.0,327.0,224.0,353.0,541.0,258.0,266.0
2399.0,2188.0,3093.0,1917.0,2834.0,3960.0,2535.0,2527.0
41832.0,44063.0,51926.0,41430.0,45122.0,52219.0,35028.0,36523.0
1522.0,1275.0,1734.0,977.0,2130.0,2458.0,1304.0,1250.0
182.0,158.0,241.0,107.0,199.0,186.0,225.0,217.0
179.0,122.0,231.0,102.0,239.0,217.0,224.0,127.0
1191.0,1543.0,1690.0,1241.0,1583.0,1860.0,1002.0,2029.0
6.0,5.0,12.0,1.0,8.0,9.0,5.0,9.0
2944.0,1608.0,2823.0,1260.0,2280.0,2035.0,1493.0,1775.0
351.0,354.0,406.0,225.0,380.0,546.0,271.0,297.0
68.0,21.0,60.0,16.0,22.0,30.0,55.0,41.0
555.0,450.0,446.0,309.0,469.0,669.0,355.0,524.0
8207.0,8276.0,9112.0,5697.0,8762.0,11039.0,5889.0,5785.0
823.0,572.0,982.0,491.0,891.0,929.0,726.0,586.0
446.0,475.0,530.0,253.0,756.0,648.0,458.0,446.0
136.0,99.0,183.0,86.0,185.0,153.0,145.0,138.0
1901.0,2108.0,2186.0,1568.0,2087.0,2949.0,1512.0,2340.0
9.0,6.0,11.0,3.0,6.0,11.0,4.0,12.0
750.0,793.0,965.0,507.0,780.0,1173.0,676.0,762.0
197.0,118.0,256.0,68.0,397.0,263.0,240.0,118.0
391.0,495.0,457.0,348.0,438.0,730.0,416.0,506.0
109.0,47.0,100.0,56.0,97.0,96.0,92.0,59.0
109.0,64.0,87.0,47.0,96.0,132.0,66.0,38.0
55258.0,61243.0,68223.0,49113.0,49473.0,56194.0,44059.0,49057.0
23.0,25.0,50.0,13.0,35.0,44.0,42.0,16.0
11.0,4.0,30.0,6.0,32.0,9.0,16.0,9.0
251.0,210.0,256.0,129.0,405.0,414.0,222.0,288.0
591.0,742.0,1194.0,1053.0,1224.0,2278.0,1086.0,1903.0
47.0,41.0,24.0,30.0,62.0,66.0,15.0,32.0
974.0,685.0,1242.0,606.0,1036.0,1251.0,920.0,904.0
2414.0,2861.0,2406.0,1670.0,2732.0,3955.0,1935.0,2562.0
674.0,674.0,777.0,538.0,810.0,1104.0,633.0,769.0
6336.0,8306.0,13408.0,6891.0,7311.0,17662.0,10314.0,13168.0
772.0,452.0,819.0,311.0,827.0,590.0,767.0,518.0
3679.0,2864.0,4014.0,2443.0,3810.0,4687.0,3356.0,3470.0
59.0,59.0,14.0,30.0,5.0,10.0,72.0,65.0
1421.0,966.0,2177.0,818.0,1318.0,1302.0,1364.0,1018.0
82.0,112.0,133.0,104.0,155.0,109.0,77.0,123.0
2836.0,2766.0,2437.0,1873.0,2592.0,4012.0,2235.0,3135.0
0.0,4.0,0.0,0.0,45.0,0.0,0.0,0.0
32.0,38.0,27.0,14.0,0.0,0.0,8.0,75.0
94.0,83.0,97.0,59.0,105.0,97.0,72.0,77.0
110.0,121.0,186.0,160.0,133.0,203.0,117.0,138.0
806.0,757.0,983.0,545.0,976.0,1299.0,617.0,497.0
329.0,256.0,211.0,232.0,304.0,513.0,261.0,370.0
43.0,9.0,2.0,7.0,1.0,43.0,1.0,10.0
1.0,0.0,5.0,0.0,6.0,2.0,3.0,0.0
325.0,218.0,241.0,201.0,236.0,272.0,246.0,221.0
1.0,2.0,5.0,1.0,0.0,3.0,2.0,0.0
116.0,52.0,129.0,42.0,163.0,68.0,90.0,57.0
22.0,23.0,34.0,17.0,38.0,32.0,17.0,11.0
515.0,242.0,552.0,145.0,302.0,380.0,419.0,143.0
4.0,1.0,7.0,2.0,8.0,7.0,1.0,3.0
74.0,107.0,70.0,63.0,60.0,48.0,63.0,94.0
87.0,111.0,64.0,48.0,81.0,102.0,73.0,88.0
348.0,247.0,372.0,171.0,340.0,311.0,258.0,244.0
64.0,39.0,136.0,46.0,123.0,96.0,67.0,63.0
4.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0
246.0,221.0,287.0,214.0,211.0,362.0,188.0,179.0
24.0,10.0,20.0,6.0,57.0,49.0,19.0,18.0
35.0,8.0,24.0,5.0,13.0,7.0,38.0,8.0
5.0,6.0,8.0,6.0,10.0,7.0,6.0,5.0
73.0,163.0,105.0,59.0,251.0,119.0,126.0,131.0
126.0,108.0,211.0,99.0,181.0,181.0,147.0,108.0
5.0,6.0,8.0,6.0,10.0,7.0,6.0,5.0
3.0,4.0,8.0,0.0,13.0,11.0,10.0,3.0
24.0,15.0,23.0,9.0,14.0,26.0,9.0,23.0
2107.0,2134.0,2516.0,1451.0,2453.0,3224.0,1692.0,2106.0
683.0,588.0,819.0,551.0,814.0,788.0,598.0,718.0
105.0,109.0,72.0,55.0,79.0,114.0,64.0,103.0
38.0,10.0,38.0,8.0,26.0,11.0,15.0,6.0
695.0,667.0,759.0,537.0,741.0,1003.0,588.0,689.0
0.0,0.0,4.0,0.0,3.0,3.0,1.0,1.0
204.0,105.0,325.0,95.0,299.0,146.0,199.0,127.0
2.0,4.0,4.0,2.0,4.0,6.0,1.0,4.0
29.0,19.0,27.0,16.0,6.0,15.0,29.0,13.0
8.0,12.0,6.0,4.0,8.0,10.0,11.0,8.0
20.0,0.0,12.0,4.0,0.0,0.0,5.0,0.0
753.0,547.0,736.0,467.0,615.0,863.0,599.0,770.0
587.0,394.0,627.0,297.0,533.0,581.0,411.0,415.0
0.0,2.0,1.0,0.0,6.0,2.0,0.0,2.0
442.0,194.0,79.0,18.0,123.0,15.0,143.0,31.0
464.0,338.0,719.0,305.0,1000.0,745.0,663.0,463.0
465.0,325.0,576.0,253.0,655.0,601.0,405.0,374.0
2141.0,1789.0,2241.0,1245.0,2512.0,3472.0,1804.0,1986.0
2.0,2.0,6.0,2.0,8.0,6.0,1.0,6.0
511.0,526.0,619.0,355.0,767.0,756.0,487.0,492.0
390.0,208.0,704.0,389.0,205.0,224.0,838.0,589.0
450.0,488.0,671.0,309.0,693.0,793.0,456.0,382.0
129.0,69.0,133.0,35.0,159.0,114.0,88.0,55.0
264.0,304.0,341.0,211.0,293.0,375.0,219.0,214.0
185.0,172.0,227.0,134.0,221.0,290.0,187.0,147.0
436.0,455.0,540.0,351.0,484.0,804.0,352.0,536.0
163.0,153.0,203.0,98.0,190.0,175.0,192.0,166.0
4.0,0.0,9.0,1.0,8.0,12.0,17.0,4.0
116.0,79.0,305.0,92.0,182.0,152.0,149.0,90.0
482.0,420.0,537.0,338.0,576.0,517.0,564.0,437.0
69.0,72.0,75.0,50.0,97.0,112.0,53.0,58.0
500.0,342.0,551.0,294.0,507.0,667.0,418.0,403.0
27.0,28.0,24.0,10.0,29.0,25.0,16.0,19.0
2.0,44.0,0.0,1.0,186.0,123.0,32.0,14.0
3032.0,2685.0,3783.0,2172.0,3923.0,5217.0,3095.0,3205.0
395.0,217.0,309.0,96.0,343.0,244.0,142.0,88.0
46.0,56.0,53.0,28.0,51.0,75.0,39.0,38.0
162.0,270.0,326.0,139.0,79.0,80.0,98.0,171.0
252.0,228.0,252.0,73.0,118.0,282.0,112.0,88.0
14.0,10.0,12.0,6.0,9.0,11.0,16.0,12.0
46.0,52.0,240.0,170.0,460.0,480.0,213.0,210.0
275.0,255.0,249.0,163.0,238.0,301.0,203.0,225.0
14.0,6.0,9.0,5.0,12.0,18.0,0.0,2.0
1351.0,1020.0,1138.0,519.0,2605.0,2562.0,1076.0,1123.0
2.0,0.0,6.0,2.0,212.0,131.0,1.0,1.0
12975.0,17517.0,16174.0,11526.0,17868.0,24237.0,12957.0,17422.0
76.0,12.0,75.0,40.0,80.0,80.0,43.0,31.0
14.0,40.0,112.0,53.0,70.0,86.0,2.0,43.0
106.0,89.0,112.0,56.0,120.0,130.0,84.0,94.0
412.0,337.0,469.0,271.0,549.0,503.0,254.0,345.0
2994.0,1509.0,1736.0,460.0,1347.0,1345.0,1370.0,627.0
2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0
275.0,237.0,680.0,385.0,299.0,228.0,222.0,171.0
5.0,1.0,26.0,8.0,4.0,7.0,4.0,3.0
42.0,27.0,69.0,41.0,73.0,75.0,63.0,55.0
2.0,2.0,821.0,548.0,921.0,998.0,582.0,749.0
58.0,45.0,69.0,46.0,60.0,64.0,47.0,51.0
16.0,14.0,26.0,8.0,22.0,10.0,17.0,10.0
0.0,7.0,48.0,24.0,42.0,43.0,39.0,34.0
388.0,388.0,442.0,195.0,414.0,452.0,276.0,366.0
4.0,11.0,15.0,2.0,2.0,5.0,1.0,3.0
53.0,23.0,35.0,10.0,2.0,0.0,33.0,12.0
14.0,1.0,9.0,2.0,2.0,0.0,28.0,2.0
64.0,85.0,78.0,57.0,57.0,43.0,58.0,71.0
43.0,103.0,162.0,60.0,89.0,39.0,64.0,57.0
37.0,72.0,322.0,183.0,62.0,105.0,24.0,40.0
326.0,266.0,340.0,233.0,244.0,379.0,271.0,274.0
1.0,0.0,250.0,82.0,199.0,140.0,1.0,1.0
3.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0
2.0,73.0,263.0,117.0,309.0,173.0,6.0,19.0
0.0,23.0,55.0,21.0,62.0,32.0,30.0,10.0
1429.0,1300.0,1480.0,983.0,1555.0,2253.0,1237.0,1307.0
46.0,18.0,159.0,77.0,61.0,52.0,29.0,14.0
1903.0,1487.0,3236.0,1461.0,2558.0,3553.0,2198.0,1963.0
206.0,144.0,182.0,93.0,199.0,153.0,179.0,138.0
468.0,636.0,535.0,465.0,0.0,22.0,0.0,26.0
846.0,940.0,1484.0,834.0,0.0,0.0,0.0,0.0
0.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0
43.0,33.0,39.0,22.0,42.0,32.0,36.0,22.0
176.0,154.0,68.0,77.0,78.0,126.0,56.0,63.0
3.0,2.0,8.0,2.0,4.0,6.0,7.0,4.0
88.0,70.0,130.0,45.0,179.0,102.0,86.0,82.0
3.0,2.0,2.0,4.0,5.0,6.0,5.0,10.0
892.0,473.0,732.0,306.0,885.0,731.0,592.0,487.0
33.0,28.0,30.0,18.0,23.0,50.0,40.0,20.0
0.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0
90.0,63.0,125.0,52.0,113.0,94.0,23.0,10.0
0.0,9.0,11.0,8.0,1.0,0.0,30.0,28.0
157.0,139.0,175.0,126.0,408.0,440.0,151.0,188.0
44.0,30.0,40.0,20.0,64.0,88.0,56.0,59.0
98.0,4.0,69.0,36.0,1.0,0.0,0.0,0.0
210.0,199.0,99.0,58.0,178.0,161.0,274.0,205.0
19.0,9.0,15.0,8.0,11.0,12.0,13.0,9.0
1034.0,777.0,377.0,132.0,160.0,158.0,116.0,84.0
322.0,248.0,20.0,9.0,25.0,20.0,14.0,16.0
133.0,109.0,222.0,120.0,316.0,325.0,166.0,144.0
39.0,56.0,17.0,12.0,18.0,35.0,17.0,21.0
3.0,9.0,8.0,6.0,0.0,3.0,4.0,14.0
80.0,104.0,114.0,75.0,135.0,174.0,112.0,76.0
160.0,218.0,0.0,0.0,9.0,0.0,0.0,33.0
41.0,45.0,62.0,28.0,56.0,81.0,51.0,34.0
3151.0,2557.0,0.0,0.0,58.0,102.0,43.0,40.0
7.0,4.0,6.0,4.0,7.0,3.0,10.0,0.0
95.0,84.0,4.0,8.0,30.0,60.0,55.0,37.0
8.0,19.0,24.0,14.0,45.0,24.0,18.0,23.0
121.0,131.0,141.0,83.0,133.0,208.0,103.0,151.0
45.0,24.0,23.0,42.0,49.0,13.0,11.0,46.0
92.0,78.0,97.0,57.0,105.0,97.0,72.0,78.0
144.0,110.0,223.0,93.0,149.0,191.0,135.0,126.0
16.0,6.0,8.0,6.0,16.0,19.0,8.0,6.0
85.0,96.0,356.0,106.0,519.0,953.0,481.0,350.0
2.0,7.0,30.0,11.0,25.0,24.0,11.0,15.0
3.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0
95.0,61.0,150.0,57.0,240.0,254.0,186.0,210.0
247.0,212.0,290.0,231.0,326.0,361.0,277.0,265.0
367.0,403.0,1862.0,1395.0,2870.0,3741.0,1348.0,1819.0
5.0,9.0,29.0,19.0,23.0,35.0,21.0,22.0
111.0,120.0,205.0,127.0,199.0,328.0,160.0,152.0
222.0,190.0,330.0,166.0,333.0,363.0,262.0,247.0
0.0,0.0,2.0,2.0,7.0,0.0,5.0,3.0
0.0,0.0,502.0,355.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,6.0,1.0,0.0,4.0,1.0
22313.0,21554.0,24162.0,12206.0,23383.0,25372.0,16299.0,17491.0
203.0,182.0,265.0,126.0,333.0,368.0,219.0,249.0
3.0,4.0,18.0,8.0,3.0,3.0,1.0,3.0
8.0,3.0,13.0,5.0,1.0,4.0,3.0,9.0
2.0,3.0,7.0,1.0,5.0,5.0,7.0,0.0
1468.0,1414.0,1769.0,967.0,1631.0,1805.0,1238.0,1268.0
464.0,555.0,595.0,321.0,579.0,810.0,327.0,368.0
295.0,255.0,270.0,182.0,357.0,396.0,289.0,260.0
5.0,2.0,5.0,5.0,5.0,5.0,17.0,5.0
37.0,20.0,14.0,16.0,8.0,20.0,31.0,37.0
79.0,35.0,108.0,25.0,26.0,37.0,65.0,42.0
1.0,3.0,7.0,2.0,12.0,4.0,3.0,2.0
30.0,27.0,45.0,11.0,37.0,29.0,16.0,41.0
310.0,300.0,375.0,171.0,416.0,401.0,278.0,249.0
37.0,52.0,41.0,25.0,31.0,51.0,62.0,78.0
1097.0,1203.0,1541.0,1204.0,1451.0,1924.0,902.0,1582.0
7019.0,6337.0,10164.0,6014.0,9611.0,11481.0,6649.0,8151.0
202.0,140.0,164.0,81.0,45.0,47.0,125.0,177.0
877.0,585.0,1186.0,550.0,1147.0,1038.0,852.0,811.0
135.0,146.0,168.0,129.0,188.0,210.0,134.0,146.0
197.0,199.0,250.0,177.0,219.0,210.0,178.0,223.0
1.0,1.0,2.0,4.0,0.0,3.0,1.0,3.0
12.0,2.0,21.0,16.0,30.0,21.0,9.0,10.0
3.0,1.0,4.0,0.0,4.0,1.0,3.0,0.0
160.0,138.0,141.0,138.0,134.0,205.0,129.0,149.0
11.0,13.0,16.0,9.0,21.0,18.0,15.0,14.0
118.0,133.0,138.0,68.0,220.0,137.0,146.0,92.0
157.0,170.0,139.0,72.0,163.0,231.0,119.0,120.0
74.0,44.0,81.0,52.0,69.0,46.0,73.0,80.0
9.0,0.0,6.0,1.0,4.0,5.0,1.0,3.0
21.0,9.0,31.0,9.0,24.0,25.0,25.0,10.0
323.0,140.0,6226.0,2684.0,1067.0,815.0,159.0,96.0
268.0,346.0,270.0,136.0,299.0,469.0,317.0,307.0
128.0,93.0,174.0,86.0,201.0,154.0,157.0,94.0
96.0,75.0,92.0,71.0,147.0,148.0,72.0,70.0
74.0,54.0,124.0,65.0,200.0,157.0,93.0,65.0
6.0,4.0,12.0,3.0,5.0,2.0,4.0,7.0
0.0,3.0,3.0,0.0,6.0,10.0,0.0,0.0
18.0,9.0,3.0,2.0,2.0,5.0,3.0,3.0
2.0,4.0,0.0,2.0,0.0,2.0,1.0,5.0
63.0,57.0,47.0,18.0,67.0,57.0,41.0,37.0
566.0,446.0,678.0,425.0,615.0,878.0,489.0,472.0
121.0,64.0,170.0,64.0,208.0,105.0,126.0,113.0
4.0,16.0,4.0,4.0,5.0,2.0,1.0,6.0
15.0,14.0,19.0,13.0,22.0,45.0,19.0,14.0
581.0,441.0,694.0,487.0,852.0,1050.0,485.0,517.0
5.0,11.0,16.0,7.0,4.0,3.0,6.0,4.0
262.0,171.0,344.0,164.0,258.0,239.0,298.0,242.0
89.0,93.0,107.0,44.0,81.0,93.0,66.0,65.0
3.0,46.0,2.0,2.0,5.0,5.0,1.0,3.0
58.0,65.0,79.0,36.0,66.0,91.0,59.0,66.0
4.0,0.0,6.0,0.0,5.0,5.0,4.0,3.0
1.0,14.0,7.0,8.0,6.0,5.0,7.0,6.0
13.0,11.0,14.0,6.0,14.0,19.0,9.0,8.0
705.0,626.0,698.0,463.0,772.0,752.0,614.0,637.0
152.0,125.0,115.0,94.0,117.0,138.0,124.0,116.0
5.0,5.0,2.0,2.0,5.0,3.0,1.0,5.0
389.0,405.0,466.0,272.0,425.0,619.0,367.0,343.0
418.0,374.0,478.0,340.0,395.0,493.0,325.0,622.0
885.0,334.0,682.0,208.0,1210.0,484.0,895.0,296.0
14.0,8.0,20.0,20.0,12.0,7.0,5.0,6.0
381.0,182.0,710.0,180.0,799.0,400.0,455.0,220.0
421.0,453.0,395.0,206.0,364.0,460.0,360.0,387.0
55.0,103.0,221.0,181.0,143.0,113.0,327.0,439.0
21.0,13.0,34.0,21.0,2.0,19.0,38.0,29.0
987.0,1076.0,930.0,579.0,1009.0,1625.0,718.0,940.0
297.0,254.0,262.0,131.0,307.0,257.0,269.0,239.0
127.0,113.0,100.0,87.0,122.0,171.0,106.0,158.0
25.0,25.0,31.0,16.0,13.0,28.0,13.0,29.0
2032.0,1305.0,2092.0,1106.0,2107.0,1990.0,1671.0,1243.0
16.0,21.0,11.0,12.0,18.0,25.0,8.0,20.0
41.0,16.0,45.0,11.0,31.0,31.0,23.0,26.0
654.0,654.0,826.0,438.0,946.0,844.0,550.0,590.0
50.0,19.0,71.0,49.0,119.0,69.0,40.0,57.0
3301.0,3429.0,4086.0,2384.0,3637.0,5536.0,3074.0,4045.0
1407.0,1753.0,1927.0,1527.0,1962.0,2925.0,1435.0,1854.0
859.0,873.0,763.0,385.0,803.0,1162.0,607.0,904.0
5.0,10.0,2.0,2.0,3.0,3.0,3.0,1.0
51.0,22.0,98.0,17.0,77.0,11.0,88.0,54.0
16.0,106.0,20.0,45.0,12.0,53.0,7.0,73.0
55.0,31.0,141.0,69.0,32.0,23.0,113.0,70.0
593.0,465.0,726.0,368.0,377.0,554.0,419.0,445.0
352.0,303.0,357.0,226.0,339.0,428.0,308.0,333.0
0.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0
1.0,5.0,13.0,8.0,25.0,10.0,8.0,4.0
8.0,3.0,0.0,0.0,49.0,35.0,3.0,0.0
92.0,61.0,146.0,57.0,160.0,109.0,113.0,120.0
247.0,175.0,511.0,153.0,236.0,277.0,373.0,180.0
115.0,121.0,98.0,80.0,115.0,132.0,64.0,116.0
1406.0,1263.0,411.0,169.0,1717.0,1761.0,793.0,723.0
30425.0,22553.0,56415.0,26763.0,37372.0,46960.0,40717.0,34240.0
291.0,255.0,324.0,164.0,308.0,359.0,213.0,227.0
2.0,2.0,1.0,3.0,3.0,0.0,1.0,3.0
32.0,53.0,59.0,39.0,79.0,98.0,85.0,88.0
28.0,17.0,39.0,25.0,424.0,450.0,18.0,15.0
16.0,26.0,26.0,13.0,81.0,187.0,10.0,21.0
2413.0,1473.0,2859.0,1196.0,3156.0,2396.0,1818.0,1154.0
149.0,129.0,173.0,68.0,126.0,198.0,121.0,118.0
1548.0,667.0,2.0,203.0,599.0,629.0,337.0,343.0
363.0,321.0,442.0,275.0,494.0,497.0,305.0,309.0
2.0,5.0,12.0,11.0,7.0,13.0,24.0,15.0
158.0,118.0,117.0,75.0,163.0,148.0,132.0,94.0
2.0,2.0,6.0,1.0,4.0,7.0,2.0,3.0
109.0,150.0,188.0,159.0,182.0,221.0,91.0,168.0
22.0,139.0,65.0,15.0,64.0,91.0,149.0,67.0
10.0,6.0,15.0,1.0,10.0,17.0,5.0,8.0
104.0,57.0,315.0,60.0,184.0,157.0,83.0,35.0
1.0,3.0,1.0,3.0,6.0,5.0,0.0,3.0
0.0,0.0,3.0,1.0,2.0,2.0,12.0,6.0
209.0,208.0,328.0,183.0,306.0,271.0,266.0,205.0
13.0,8.0,25.0,14.0,14.0,21.0,28.0,4.0
1308.0,1236.0,1556.0,1076.0,1647.0,2825.0,1317.0,1594.0
2302.0,2810.0,2007.0,1490.0,2352.0,3790.0,1746.0,2437.0
0.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0
422.0,278.0,509.0,203.0,481.0,410.0,369.0,339.0
1120.0,1145.0,1113.0,899.0,1103.0,1728.0,938.0,1327.0
0.0,4.0,1.0,1.0,0.0,2.0,3.0,2.0
64.0,33.0,116.0,76.0,114.0,78.0,195.0,141.0
177.0,130.0,216.0,166.0,203.0,249.0,145.0,157.0
1.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0
0.0,2.0,4.0,1.0,7.0,33.0,7.0,7.0
5.0,9.0,10.0,7.0,19.0,24.0,10.0,17.0
3.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0
172.0,83.0,227.0,87.0,239.0,273.0,338.0,205.0
515.0,365.0,597.0,323.0,522.0,693.0,542.0,479.0
6.0,3.0,8.0,6.0,8.0,15.0,9.0,1.0
165.0,43.0,96.0,24.0,100.0,56.0,147.0,107.0
3.0,4.0,7.0,3.0,2.0,5.0,3.0,5.0
1388.0,1555.0,1522.0,1009.0,1602.0,2185.0,1127.0,1491.0
2708.0,1151.0,2773.0,550.0,2220.0,1244.0,1861.0,981.0
319.0,311.0,436.0,276.0,451.0,491.0,316.0,411.0
227.0,121.0,356.0,66.0,291.0,218.0,367.0,91.0
543.0,325.0,645.0,297.0,858.0,1210.0,439.0,522.0
8.0,0.0,85.0,20.0,45.0,18.0,53.0,34.0
16.0,0.0,28.0,4.0,9.0,3.0,21.0,3.0
99.0,226.0,281.0,324.0,180.0,777.0,143.0,455.0
3.0,2.0,1.0,3.0,4.0,4.0,6.0,3.0
0.0,7.0,11.0,0.0,6.0,0.0,6.0,3.0
177.0,110.0,343.0,219.0,21.0,11.0,139.0,143.0
403.0,462.0,0.0,0.0,691.0,629.0,458.0,577.0
6.0,17.0,1.0,5.0,28.0,20.0,1.0,18.0
132.0,35.0,0.0,0.0,1.0,0.0,1.0,1.0
1115.0,142.0,3.0,185.0,267.0,52.0,1669.0,1558.0
5.0,7.0,10.0,4.0,13.0,18.0,14.0,7.0
130.0,108.0,151.0,58.0,177.0,189.0,102.0,105.0
1.0,7.0,0.0,1.0,67.0,53.0,10.0,8.0
7.0,0.0,3.0,0.0,111.0,88.0,0.0,4.0
180.0,101.0,454.0,193.0,1097.0,1217.0,77.0,252.0
418.0,264.0,438.0,218.0,432.0,384.0,294.0,315.0
49.0,51.0,72.0,38.0,61.0,86.0,46.0,47.0
6.0,8.0,4.0,1.0,96.0,175.0,3.0,2.0
0.0,0.0,0.0,0.0,43.0,178.0,0.0,0.0
18.0,14.0,30.0,25.0,195.0,258.0,5.0,17.0
0.0,0.0,0.0,0.0,0.0,0.0,211.0,10.0
583.0,464.0,646.0,332.0,656.0,719.0,540.0,390.0
32.0,36.0,32.0,22.0,27.0,36.0,37.0,50.0
1.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0
0.0,0.0,4.0,4.0,3.0,8.0,2.0,3.0
149.0,120.0,144.0,85.0,133.0,149.0,76.0,22.0
76.0,12.0,75.0,40.0,80.0,80.0,43.0,31.0
17.0,51.0,16.0,15.0,180.0,138.0,84.0,104.0
2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0
8.0,7.0,23.0,8.0,29.0,37.0,10.0,14.0
25.0,15.0,22.0,9.0,32.0,33.0,21.0,39.0
9.0,3.0,6.0,2.0,10.0,8.0,4.0,6.0
295.0,309.0,5.0,16.0,0.0,79.0,15.0,19.0
16.0,41.0,13.0,24.0,62.0,44.0,61.0,58.0
14.0,26.0,17.0,21.0,19.0,9.0,23.0,11.0
21.0,50.0,41.0,9.0,138.0,88.0,131.0,69.0
3.0,54.0,5.0,2.0,11.0,13.0,21.0,3.0
15.0,5.0,38.0,25.0,101.0,96.0,53.0,58.0
356.0,248.0,238.0,94.0,378.0,487.0,214.0,230.0
0.0,1.0,1.0,0.0,31.0,17.0,36.0,30.0
130.0,108.0,151.0,58.0,177.0,189.0,102.0,105.0
7.0,2.0,0.0,0.0,0.0,0.0,14.0,16.0
96.0,83.0,73.0,24.0,15.0,35.0,76.0,56.0
550.0,604.0,494.0,227.0,1338.0,998.0,734.0,393.0
463.0,445.0,491.0,330.0,482.0,731.0,313.0,444.0
33.0,22.0,20.0,20.0,30.0,28.0,24.0,40.0
3434.0,1246.0,1465.0,731.0,616.0,421.0,2037.0,1182.0
465.0,501.0,573.0,327.0,528.0,739.0,472.0,496.0
252.0,133.0,189.0,105.0,265.0,261.0,297.0,268.0
107.0,87.0,92.0,68.0,1.0,2.0,5.0,9.0
7.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0
236.0,272.0,422.0,234.0,10.0,11.0,7.0,10.0
107.0,68.0,117.0,64.0,0.0,0.0,0.0,1.0
8.0,7.0,7.0,5.0,8.0,8.0,7.0,5.0
73.0,120.0,225.0,225.0,370.0,347.0,333.0,300.0
846.0,939.0,802.0,696.0,892.0,955.0,637.0,788.0
461.0,456.0,529.0,312.0,11.0,30.0,6.0,17.0
9.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
1.0,2.0,47.0,20.0,133.0,136.0,64.0,82.0
65.0,49.0,78.0,33.0,73.0,71.0,19.0,33.0
14.0,14.0,19.0,9.0,8.0,11.0,9.0,5.0
0.0,0.0,15.0,0.0,14.0,18.0,5.0,0.0
27.0,15.0,2.0,0.0,531.0,434.0,183.0,144.0
31.0,2.0,3118.0,1729.0,121.0,124.0,58.0,75.0
0.0,0.0,48.0,14.0,21.0,10.0,25.0,29.0
1.0,9.0,103.0,43.0,48.0,22.0,12.0,29.0
25.0,30.0,28.0,33.0,27.0,39.0,20.0,18.0
0.0,3.0,0.0,0.0,119.0,165.0,198.0,191.0
0.0,0.0,108.0,39.0,0.0,0.0,0.0,0.0
463.0,445.0,491.0,330.0,482.0,731.0,313.0,444.0
3.0,5.0,3.0,2.0,7.0,4.0,3.0,4.0
24.0,13.0,32.0,13.0,20.0,19.0,16.0,12.0
47.0,34.0,46.0,14.0,33.0,22.0,33.0,32.0
2.0,3.0,8.0,0.0,4.0,9.0,1.0,5.0
14.0,14.0,34.0,11.0,17.0,18.0,32.0,17.0
42.0,15.0,16.0,10.0,24.0,22.0,24.0,20.0
188.0,106.0,268.0,91.0,135.0,180.0,133.0,108.0
322.0,301.0,203.0,141.0,296.0,353.0,221.0,196.0
51.0,39.0,38.0,16.0,40.0,43.0,36.0,25.0
49.0,45.0,42.0,15.0,43.0,47.0,43.0,41.0
1571.0,1890.0,1413.0,987.0,947.0,1197.0,1000.0,1412.0
0.0,0.0,0.0,4.0,0.0,5.0,45.0,67.0
1671.0,1261.0,10193.0,4932.0,1055.0,936.0,2933.0,2390.0
43.0,52.0,9.0,5.0,52.0,54.0,59.0,54.0
10.0,5.0,7.0,3.0,5.0,8.0,12.0,7.0
16.0,17.0,18.0,18.0,18.0,29.0,16.0,14.0
508.0,510.0,536.0,570.0,592.0,1208.0,431.0,671.0
325.0,232.0,295.0,109.0,400.0,265.0,176.0,125.0
50.0,40.0,76.0,43.0,85.0,98.0,68.0,73.0
6669.0,14430.0,12446.0,10524.0,6205.0,22428.0,7365.0,21495.0
28.0,20.0,35.0,19.0,32.0,20.0,23.0,24.0
3720.0,4816.0,5242.0,4849.0,5057.0,8347.0,3943.0,6370.0
51.0,23.0,45.0,14.0,68.0,39.0,85.0,23.0
260.0,220.0,325.0,156.0,283.0,330.0,217.0,246.0
1.0,7.0,10.0,6.0,12.0,10.0,9.0,2.0
