entrezid,0,1,2,3,4,5,6,7
100506736,15.0,14.0,19.0,13.0,22.0,45.0,19.0,14.0
84912,581.0,441.0,694.0,487.0,852.0,1050.0,485.0,517.0
100130958,5.0,11.0,16.0,7.0,4.0,3.0,6.0,4.0
79583,262.0,171.0,344.0,164.0,258.0,239.0,298.0,242.0
346653,89.0,93.0,107.0,44.0,81.0,93.0,66.0,65.0
645121,3.0,46.0,2.0,2.0,5.0,5.0,1.0,3.0
339453,58.0,65.0,79.0,36.0,66.0,91.0,59.0,66.0
259308,4.0,0.0,6.0,0.0,5.0,5.0,4.0,3.0
344387,1.0,14.0,7.0,8.0,6.0,5.0,7.0,6.0
441054,13.0,11.0,14.0,6.0,14.0,19.0,9.0,8.0
286144,705.0,626.0,698.0,463.0,772.0,752.0,614.0,637.0
644096,152.0,125.0,115.0,94.0,117.0,138.0,124.0,116.0
138715,5.0,5.0,2.0,2.0,5.0,3.0,1.0,5.0
55851,389.0,405.0,466.0,272.0,425.0,619.0,367.0,343.0
65986,418.0,374.0,478.0,340.0,395.0,493.0,325.0,622.0
201725,885.0,334.0,682.0,208.0,1210.0,484.0,895.0,296.0
284402,14.0,8.0,20.0,20.0,12.0,7.0,5.0,6.0
55366,381.0,182.0,710.0,180.0,799.0,400.0,455.0,220.0
5699,421.0,453.0,395.0,206.0,364.0,460.0,360.0,387.0
5212,55.0,103.0,221.0,181.0,143.0,113.0,327.0,439.0
441273,21.0,13.0,34.0,21.0,2.0,19.0,38.0,29.0
1874,987.0,1076.0,930.0,579.0,1009.0,1625.0,718.0,940.0
5150,297.0,254.0,262.0,131.0,307.0,257.0,269.0,239.0
100113407,127.0,113.0,100.0,87.0,122.0,171.0,106.0,158.0
10071,25.0,25.0,31.0,16.0,13.0,28.0,13.0,29.0
6643,2032.0,1305.0,2092.0,1106.0,2107.0,1990.0,1671.0,1243.0
100316904,16.0,21.0,11.0,12.0,18.0,25.0,8.0,20.0
56953,41.0,16.0,45.0,11.0,31.0,31.0,23.0,26.0
84324,654.0,654.0,826.0,438.0,946.0,844.0,550.0,590.0
9289,50.0,19.0,71.0,49.0,119.0,69.0,40.0,57.0
10527,3301.0,3429.0,4086.0,2384.0,3637.0,5536.0,3074.0,4045.0
54458,1407.0,1753.0,1927.0,1527.0,1962.0,2925.0,1435.0,1854.0
25851,859.0,873.0,763.0,385.0,803.0,1162.0,607.0,904.0
4489,5.0,10.0,2.0,2.0,3.0,3.0,3.0,1.0
388135,51.0,22.0,98.0,17.0,77.0,11.0,88.0,54.0
4499,16.0,106.0,20.0,45.0,12.0,53.0,7.0,73.0
3426,55.0,31.0,141.0,69.0,32.0,23.0,113.0,70.0
54809,593.0,465.0,726.0,368.0,377.0,554.0,419.0,445.0
255919,352.0,303.0,357.0,226.0,339.0,428.0,308.0,333.0
3887,0.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0
91828,1.0,5.0,13.0,8.0,25.0,10.0,8.0,4.0
729264,8.0,3.0,0.0,0.0,49.0,35.0,3.0,0.0
92270,92.0,61.0,146.0,57.0,160.0,109.0,113.0,120.0
317762,247.0,175.0,511.0,153.0,236.0,277.0,373.0,180.0
57139,115.0,121.0,98.0,80.0,115.0,132.0,64.0,116.0
4676,1406.0,1263.0,411.0,169.0,1717.0,1761.0,793.0,723.0
7114,30425.0,22553.0,56415.0,26763.0,37372.0,46960.0,40717.0,34240.0
254863,291.0,255.0,324.0,164.0,308.0,359.0,213.0,227.0
100129385,2.0,2.0,1.0,3.0,3.0,0.0,1.0,3.0
1375,32.0,53.0,59.0,39.0,79.0,98.0,85.0,88.0
6607,28.0,17.0,39.0,25.0,424.0,450.0,18.0,15.0
728492,16.0,26.0,26.0,13.0,81.0,187.0,10.0,21.0
3150,2413.0,1473.0,2859.0,1196.0,3156.0,2396.0,1818.0,1154.0
414918,149.0,129.0,173.0,68.0,126.0,198.0,121.0,118.0
728689,1548.0,667.0,2.0,203.0,599.0,629.0,337.0,343.0
51451,363.0,321.0,442.0,275.0,494.0,497.0,305.0,309.0
388931,2.0,5.0,12.0,11.0,7.0,13.0,24.0,15.0
150383,158.0,118.0,117.0,75.0,163.0,148.0,132.0,94.0
3347,2.0,2.0,6.0,1.0,4.0,7.0,2.0,3.0
91750,109.0,150.0,188.0,159.0,182.0,221.0,91.0,168.0
54065,22.0,139.0,65.0,15.0,64.0,91.0,149.0,67.0
253017,10.0,6.0,15.0,1.0,10.0,17.0,5.0,8.0
8110,104.0,57.0,315.0,60.0,184.0,157.0,83.0,35.0
100287284,1.0,3.0,1.0,3.0,6.0,5.0,0.0,3.0
1564,0.0,0.0,3.0,1.0,2.0,2.0,12.0,6.0
144363,209.0,208.0,328.0,183.0,306.0,271.0,266.0,205.0
100130311,13.0,8.0,25.0,14.0,14.0,21.0,28.0,4.0
6453,1308.0,1236.0,1556.0,1076.0,1647.0,2825.0,1317.0,1594.0
162073,2302.0,2810.0,2007.0,1490.0,2352.0,3790.0,1746.0,2437.0
64109,0.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0
9946,422.0,278.0,509.0,203.0,481.0,410.0,369.0,339.0
285636,1120.0,1145.0,1113.0,899.0,1103.0,1728.0,938.0,1327.0
2543,0.0,4.0,1.0,1.0,0.0,2.0,3.0,2.0
192668,64.0,33.0,116.0,76.0,114.0,78.0,195.0,141.0
403313,177.0,130.0,216.0,166.0,203.0,249.0,145.0,157.0
342346,1.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0
647309,0.0,2.0,4.0,1.0,7.0,33.0,7.0,7.0
153657,5.0,9.0,10.0,7.0,19.0,24.0,10.0,17.0
150297,3.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0
387911,172.0,83.0,227.0,87.0,239.0,273.0,338.0,205.0
100131017,515.0,365.0,597.0,323.0,522.0,693.0,542.0,479.0
390874,6.0,3.0,8.0,6.0,8.0,15.0,9.0,1.0
752014,165.0,43.0,96.0,24.0,100.0,56.0,147.0,107.0
56245,3.0,4.0,7.0,3.0,2.0,5.0,3.0,5.0
10921,1388.0,1555.0,1522.0,1009.0,1602.0,2185.0,1127.0,1491.0
57523,2708.0,1151.0,2773.0,550.0,2220.0,1244.0,1861.0,981.0
131118,319.0,311.0,436.0,276.0,451.0,491.0,316.0,411.0
220164,227.0,121.0,356.0,66.0,291.0,218.0,367.0,91.0
90861,543.0,325.0,645.0,297.0,858.0,1210.0,439.0,522.0
728047,8.0,0.0,85.0,20.0,45.0,18.0,53.0,34.0
3039,16.0,0.0,28.0,4.0,9.0,3.0,21.0,3.0
57194,99.0,226.0,281.0,324.0,180.0,777.0,143.0,455.0
389161,3.0,2.0,1.0,3.0,4.0,4.0,6.0,3.0
23617,0.0,7.0,11.0,0.0,6.0,0.0,6.0,3.0
1616,177.0,110.0,343.0,219.0,21.0,11.0,139.0,143.0
6892,403.0,462.0,0.0,0.0,691.0,629.0,458.0,577.0
6891,6.0,17.0,1.0,5.0,28.0,20.0,1.0,18.0
9374,132.0,35.0,0.0,0.0,1.0,0.0,1.0,1.0
7148,1115.0,142.0,3.0,185.0,267.0,52.0,1669.0,1558.0
401089,5.0,7.0,10.0,4.0,13.0,18.0,14.0,7.0
7936,130.0,108.0,151.0,58.0,177.0,189.0,102.0,105.0
1616,1.0,7.0,0.0,1.0,67.0,53.0,10.0,8.0
9278,7.0,0.0,3.0,0.0,111.0,88.0,0.0,4.0
6892,180.0,101.0,454.0,193.0,1097.0,1217.0,77.0,252.0
5863,418.0,264.0,438.0,218.0,432.0,384.0,294.0,315.0
10471,49.0,51.0,72.0,38.0,61.0,86.0,46.0,47.0
9277,6.0,8.0,4.0,1.0,96.0,175.0,3.0,2.0
8705,0.0,0.0,0.0,0.0,43.0,178.0,0.0,0.0
6293,18.0,14.0,30.0,25.0,195.0,258.0,5.0,17.0
6015,0.0,0.0,0.0,0.0,0.0,0.0,211.0,10.0
7922,583.0,464.0,646.0,332.0,656.0,719.0,540.0,390.0
6257,32.0,36.0,32.0,22.0,27.0,36.0,37.0,50.0
1302,1.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0
3113,0.0,0.0,4.0,4.0,3.0,8.0,2.0,3.0
6890,149.0,120.0,144.0,85.0,133.0,149.0,76.0,22.0
5696,76.0,12.0,75.0,40.0,80.0,80.0,43.0,31.0
6891,17.0,51.0,16.0,15.0,180.0,138.0,84.0,104.0
4855,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0
63940,8.0,7.0,23.0,8.0,29.0,37.0,10.0,14.0
5089,25.0,15.0,22.0,9.0,32.0,33.0,21.0,39.0
177,9.0,3.0,6.0,2.0,10.0,8.0,4.0,6.0
10554,295.0,309.0,5.0,16.0,0.0,79.0,15.0,19.0
9374,16.0,41.0,13.0,24.0,62.0,44.0,61.0,58.0
80863,14.0,26.0,17.0,21.0,19.0,9.0,23.0,11.0
720,21.0,50.0,41.0,9.0,138.0,88.0,131.0,69.0
8859,3.0,54.0,5.0,2.0,11.0,13.0,21.0,3.0
1797,15.0,5.0,38.0,25.0,101.0,96.0,53.0,58.0
6499,356.0,248.0,238.0,94.0,378.0,487.0,214.0,230.0
54535,0.0,1.0,1.0,0.0,31.0,17.0,36.0,30.0
7936,130.0,108.0,151.0,58.0,177.0,189.0,102.0,105.0
221527,7.0,2.0,0.0,0.0,0.0,0.0,14.0,16.0
717,96.0,83.0,73.0,24.0,15.0,35.0,76.0,56.0
10919,550.0,604.0,494.0,227.0,1338.0,998.0,734.0,393.0
10211,463.0,445.0,491.0,330.0,482.0,731.0,313.0,444.0
3305,33.0,22.0,20.0,20.0,30.0,28.0,24.0,40.0
131873,3434.0,1246.0,1465.0,731.0,616.0,421.0,2037.0,1182.0
1192,465.0,501.0,573.0,327.0,528.0,739.0,472.0,496.0
23564,252.0,133.0,189.0,105.0,265.0,261.0,297.0,268.0
7920,107.0,87.0,92.0,68.0,1.0,2.0,5.0,9.0
80741,7.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0
1460,236.0,272.0,422.0,234.0,10.0,11.0,7.0,10.0
7918,107.0,68.0,117.0,64.0,0.0,0.0,0.0,1.0
55937,8.0,7.0,7.0,5.0,8.0,8.0,7.0,5.0
2794,73.0,120.0,225.0,225.0,370.0,347.0,333.0,300.0
201475,846.0,939.0,802.0,696.0,892.0,955.0,637.0,788.0
7916,461.0,456.0,529.0,312.0,11.0,30.0,6.0,17.0
645369,9.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
3107,1.0,2.0,47.0,20.0,133.0,136.0,64.0,82.0
4795,65.0,49.0,78.0,33.0,73.0,71.0,19.0,33.0
534,14.0,14.0,19.0,9.0,8.0,11.0,9.0,5.0
4277,0.0,0.0,15.0,0.0,14.0,18.0,5.0,0.0
3106,27.0,15.0,2.0,0.0,531.0,434.0,183.0,144.0
3107,31.0,2.0,3118.0,1729.0,121.0,124.0,58.0,75.0
6941,0.0,0.0,48.0,14.0,21.0,10.0,25.0,29.0
54535,1.0,9.0,103.0,43.0,48.0,22.0,12.0,29.0
2550,25.0,30.0,28.0,33.0,27.0,39.0,20.0,18.0
57176,0.0,3.0,0.0,0.0,119.0,165.0,198.0,191.0
8870,0.0,0.0,108.0,39.0,0.0,0.0,0.0,0.0
10211,463.0,445.0,491.0,330.0,482.0,731.0,313.0,444.0
9656,3.0,5.0,3.0,2.0,7.0,4.0,3.0,4.0
11270,24.0,13.0,32.0,13.0,20.0,19.0,16.0,12.0
170954,47.0,34.0,46.0,14.0,33.0,22.0,33.0,32.0
8449,2.0,3.0,8.0,0.0,4.0,9.0,1.0,5.0
221545,14.0,14.0,34.0,11.0,17.0,18.0,32.0,17.0
79969,42.0,15.0,16.0,10.0,24.0,22.0,24.0,20.0
5514,188.0,106.0,268.0,91.0,135.0,180.0,133.0,108.0
23,322.0,301.0,203.0,141.0,296.0,353.0,221.0,196.0
80742,51.0,39.0,38.0,16.0,40.0,43.0,36.0,25.0
2794,49.0,45.0,42.0,15.0,43.0,47.0,43.0,41.0
3133,1571.0,1890.0,1413.0,987.0,947.0,1197.0,1000.0,1412.0
6992,0.0,0.0,0.0,4.0,0.0,5.0,45.0,67.0
3105,1671.0,1261.0,10193.0,4932.0,1055.0,936.0,2933.0,2390.0
3105,43.0,52.0,9.0,5.0,52.0,54.0,59.0,54.0
3134,10.0,5.0,7.0,3.0,5.0,8.0,12.0,7.0
2550,16.0,17.0,18.0,18.0,18.0,29.0,16.0,14.0
201562,508.0,510.0,536.0,570.0,592.0,1208.0,431.0,671.0
55779,325.0,232.0,295.0,109.0,400.0,265.0,176.0,125.0
348801,50.0,40.0,76.0,43.0,85.0,98.0,68.0,73.0
389136,6669.0,14430.0,12446.0,10524.0,6205.0,22428.0,7365.0,21495.0
152098,28.0,20.0,35.0,19.0,32.0,20.0,23.0,24.0
23243,3720.0,4816.0,5242.0,4849.0,5057.0,8347.0,3943.0,6370.0
8292,51.0,23.0,45.0,14.0,68.0,39.0,85.0,23.0
131965,260.0,220.0,325.0,156.0,283.0,330.0,217.0,246.0
114786,1.0,7.0,10.0,6.0,12.0,10.0,9.0,2.0
2878,919.0,15924.0,3164.0,24876.0,1592.0,16350.0,1749.0,25619.0
1734,257.0,827.0,467.0,774.0,239.0,1271.0,508.0,860.0
280636,539.0,600.0,615.0,371.0,605.0,917.0,418.0,491.0
1733,2.0,4.0,5.0,0.0,4.0,0.0,3.0,2.0
246181,9.0,7.0,5.0,13.0,22.0,18.0,9.0,11.0
23012,369.0,445.0,506.0,279.0,658.0,1028.0,341.0,643.0
22908,920.0,899.0,868.0,581.0,1081.0,1274.0,804.0,950.0
7247,1256.0,1008.0,1074.0,739.0,1257.0,1418.0,1029.0,974.0
55652,481.0,464.0,615.0,481.0,614.0,689.0,546.0,598.0
163154,11.0,15.0,12.0,6.0,12.0,14.0,9.0,17.0
50840,1.0,2.0,13.0,9.0,3.0,2.0,7.0,3.0
441518,635.0,627.0,693.0,386.0,820.0,944.0,573.0,520.0
727800,47.0,31.0,54.0,31.0,70.0,49.0,53.0,60.0
3304,163.0,231.0,206.0,69.0,1144.0,1015.0,1170.0,1321.0
4539,6282.0,6267.0,7691.0,5295.0,8631.0,9954.0,6092.0,7166.0
54627,36.0,26.0,39.0,21.0,37.0,53.0,37.0,42.0
5462,2.0,5.0,5.0,1.0,4.0,4.0,8.0,2.0
51157,344.0,398.0,363.0,251.0,447.0,538.0,357.0,369.0
81856,190.0,109.0,237.0,117.0,204.0,249.0,165.0,185.0
84258,0.0,3.0,1.0,1.0,4.0,6.0,3.0,8.0
23636,950.0,756.0,910.0,384.0,984.0,1110.0,727.0,658.0
163486,159.0,107.0,200.0,97.0,198.0,218.0,219.0,135.0
375035,1284.0,1739.0,1860.0,2130.0,1495.0,2373.0,1439.0,2679.0
11116,351.0,222.0,378.0,192.0,432.0,416.0,243.0,191.0
22828,1163.0,917.0,1391.0,737.0,1363.0,1624.0,1076.0,1066.0
25790,23.0,33.0,18.0,15.0,31.0,16.0,17.0,14.0
9534,150.0,145.0,233.0,148.0,243.0,261.0,194.0,182.0
255758,69.0,76.0,71.0,62.0,76.0,113.0,68.0,63.0
1427,27.0,30.0,45.0,28.0,49.0,49.0,34.0,48.0
1396,5.0,8.0,25.0,8.0,13.0,14.0,16.0,14.0
151230,96.0,157.0,94.0,193.0,176.0,765.0,91.0,293.0
196792,39.0,31.0,64.0,23.0,41.0,49.0,42.0,28.0
286827,298.0,200.0,544.0,233.0,358.0,525.0,275.0,292.0
10962,207.0,149.0,248.0,77.0,345.0,225.0,214.0,98.0
9311,46.0,55.0,36.0,40.0,43.0,57.0,32.0,46.0
170575,6.0,4.0,10.0,4.0,12.0,9.0,7.0,2.0
84960,43.0,34.0,72.0,36.0,46.0,52.0,37.0,58.0
445328,89.0,89.0,188.0,130.0,40.0,49.0,69.0,71.0
728489,83.0,92.0,86.0,58.0,102.0,123.0,59.0,63.0
6827,797.0,836.0,1114.0,665.0,1055.0,1364.0,681.0,842.0
4893,770.0,792.0,785.0,609.0,803.0,1219.0,610.0,731.0
4056,9.0,3.0,9.0,1.0,8.0,3.0,11.0,5.0
51239,111.0,86.0,144.0,50.0,89.0,163.0,93.0,123.0
81890,510.0,607.0,487.0,306.0,479.0,626.0,477.0,512.0
1147,528.0,542.0,502.0,447.0,643.0,855.0,421.0,536.0
83463,52.0,41.0,85.0,35.0,76.0,79.0,40.0,55.0
2946,1328.0,1091.0,1572.0,823.0,1721.0,1448.0,1479.0,1231.0
84342,654.0,547.0,707.0,347.0,644.0,790.0,615.0,555.0
84986,227.0,163.0,265.0,166.0,210.0,311.0,179.0,231.0
55559,548.0,410.0,369.0,230.0,419.0,520.0,418.0,446.0
3931,193.0,219.0,238.0,138.0,198.0,277.0,179.0,185.0
5790,1.0,7.0,0.0,0.0,5.0,0.0,0.0,11.0
79037,22.0,12.0,19.0,5.0,18.0,31.0,22.0,21.0
221914,46.0,16.0,28.0,12.0,34.0,11.0,11.0,8.0
6494,476.0,814.0,670.0,428.0,524.0,868.0,445.0,618.0
2086,271.0,138.0,351.0,128.0,289.0,243.0,229.0,202.0
55333,940.0,634.0,979.0,498.0,956.0,1079.0,745.0,685.0
402,1613.0,1623.0,1362.0,840.0,1387.0,1648.0,1094.0,1155.0
494115,176.0,283.0,271.0,153.0,279.0,463.0,205.0,323.0
10011,524.0,471.0,510.0,331.0,689.0,800.0,366.0,335.0
375346,651.0,618.0,705.0,411.0,864.0,942.0,619.0,612.0
23234,246.0,323.0,333.0,205.0,357.0,379.0,255.0,270.0
414919,324.0,373.0,301.0,193.0,278.0,437.0,276.0,444.0
7416,2495.0,2545.0,2957.0,1777.0,2949.0,5024.0,2143.0,2220.0
221504,0.0,2.0,10.0,3.0,12.0,5.0,0.0,5.0
51075,830.0,870.0,1089.0,685.0,1175.0,1621.0,752.0,840.0
3073,4412.0,3379.0,5328.0,2959.0,5071.0,5589.0,3286.0,3299.0
4722,658.0,551.0,672.0,376.0,651.0,723.0,442.0,449.0
54741,4240.0,3955.0,4714.0,3594.0,4337.0,7647.0,3341.0,4927.0
81606,6109.0,13929.0,16296.0,17402.0,3869.0,22567.0,5518.0,17338.0
113179,35.0,44.0,26.0,17.0,20.0,24.0,17.0,39.0
5500,3358.0,5720.0,4223.0,4965.0,3631.0,6508.0,3034.0,6702.0
445329,107.0,55.0,38.0,13.0,182.0,44.0,10.0,91.0
63940,8.0,7.0,23.0,8.0,29.0,37.0,10.0,14.0
27040,164.0,288.0,195.0,90.0,94.0,111.0,124.0,112.0
51517,438.0,396.0,660.0,348.0,443.0,717.0,348.0,393.0
1388,74.0,53.0,665.0,387.0,697.0,728.0,257.0,331.0
11277,150.0,138.0,196.0,89.0,102.0,111.0,129.0,110.0
1903,3052.0,3343.0,4172.0,2309.0,3712.0,3015.0,3603.0,3747.0
54978,903.0,975.0,1125.0,812.0,1105.0,1584.0,838.0,1131.0
388799,1.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0
1192,465.0,501.0,573.0,322.0,528.0,736.0,472.0,496.0
23564,749.0,711.0,942.0,475.0,13.0,14.0,22.0,36.0
6235,4598.0,4315.0,3745.0,2189.0,3141.0,3679.0,2684.0,2452.0
534,10.0,6.0,9.0,9.0,14.0,4.0,6.0,4.0
7693,404.0,291.0,588.0,232.0,526.0,594.0,322.0,328.0
2968,30.0,31.0,74.0,26.0,42.0,38.0,19.0,14.0
51202,745.0,567.0,784.0,468.0,807.0,1026.0,651.0,649.0
91664,153.0,112.0,198.0,113.0,182.0,245.0,165.0,156.0
22914,5.0,6.0,5.0,7.0,8.0,5.0,7.0,2.0
2013,1069.0,1304.0,1552.0,1090.0,1007.0,2165.0,1095.0,1808.0
147040,744.0,692.0,995.0,599.0,741.0,1256.0,594.0,694.0
147699,21.0,36.0,18.0,29.0,9.0,20.0,21.0,35.0
151295,49.0,42.0,29.0,29.0,30.0,38.0,33.0,45.0
1241,85.0,43.0,68.0,29.0,72.0,73.0,54.0,75.0
56413,25.0,26.0,23.0,16.0,21.0,34.0,22.0,29.0
1773,763.0,314.0,799.0,333.0,844.0,804.0,886.0,619.0
145553,110.0,121.0,94.0,78.0,68.0,106.0,97.0,102.0
1454,2601.0,2616.0,2910.0,1746.0,2519.0,3385.0,1816.0,2325.0
10850,7.0,9.0,8.0,2.0,14.0,4.0,4.0,2.0
10379,880.0,762.0,1094.0,681.0,999.0,1097.0,729.0,847.0
2592,324.0,223.0,451.0,132.0,359.0,336.0,281.0,247.0
3672,866.0,1172.0,1453.0,710.0,1639.0,2558.0,783.0,1287.0
390916,123.0,152.0,165.0,124.0,144.0,223.0,120.0,144.0
730087,16.0,16.0,25.0,11.0,19.0,16.0,15.0,9.0
7652,8.0,4.0,4.0,4.0,9.0,5.0,1.0,8.0
30851,2986.0,2783.0,3400.0,1856.0,2860.0,3727.0,2913.0,2528.0
8906,570.0,569.0,687.0,307.0,653.0,813.0,485.0,468.0
7643,33.0,19.0,28.0,13.0,34.0,40.0,36.0,22.0
55739,884.0,811.0,1037.0,603.0,867.0,1101.0,750.0,897.0
53345,39.0,55.0,74.0,53.0,54.0,130.0,35.0,65.0
100271849,26.0,21.0,4.0,4.0,35.0,21.0,33.0,11.0
2595,564.0,557.0,549.0,320.0,453.0,614.0,440.0,684.0
26140,1510.0,1510.0,2052.0,1053.0,1529.0,1533.0,1377.0,1718.0
29803,1055.0,902.0,1036.0,539.0,933.0,1421.0,842.0,809.0
6150,507.0,443.0,459.0,280.0,507.0,641.0,348.0,380.0
101060200,139.0,90.0,195.0,74.0,179.0,191.0,119.0,115.0
79086,794.0,718.0,861.0,524.0,815.0,1060.0,683.0,708.0
157574,2.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0
7106,1808.0,1792.0,2293.0,1327.0,1857.0,2605.0,1809.0,2090.0
8904,1966.0,1667.0,2214.0,1185.0,2060.0,2423.0,1846.0,1642.0
339231,375.0,327.0,411.0,250.0,522.0,625.0,376.0,356.0
494551,2.0,2.0,3.0,1.0,8.0,8.0,7.0,2.0
57128,460.0,392.0,496.0,308.0,410.0,458.0,461.0,443.0
26292,113.0,231.0,198.0,131.0,167.0,223.0,146.0,100.0
155006,9.0,7.0,13.0,9.0,30.0,13.0,10.0,6.0
768206,67.0,38.0,73.0,31.0,49.0,45.0,71.0,57.0
10195,395.0,432.0,384.0,282.0,617.0,742.0,297.0,368.0
79729,242.0,118.0,285.0,142.0,198.0,521.0,187.0,173.0
255809,21.0,9.0,16.0,8.0,32.0,9.0,20.0,4.0
339210,27.0,28.0,32.0,17.0,41.0,62.0,37.0,35.0
51024,1105.0,1056.0,1459.0,762.0,1153.0,1535.0,1116.0,968.0
283,159.0,223.0,149.0,179.0,111.0,258.0,104.0,268.0
120376,22.0,10.0,16.0,6.0,5.0,8.0,11.0,6.0
441272,58.0,52.0,77.0,66.0,106.0,113.0,64.0,69.0
255374,21.0,17.0,29.0,10.0,21.0,33.0,51.0,29.0
344167,1.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0
387104,80.0,76.0,90.0,45.0,90.0,103.0,56.0,66.0
54492,247.0,123.0,264.0,92.0,87.0,131.0,175.0,109.0
79441,213.0,195.0,289.0,176.0,251.0,263.0,206.0,200.0
387804,11.0,11.0,14.0,11.0,24.0,36.0,17.0,11.0
401562,264.0,166.0,180.0,49.0,138.0,75.0,145.0,58.0
92482,218.0,237.0,299.0,228.0,293.0,396.0,179.0,166.0
57412,69.0,54.0,106.0,36.0,105.0,91.0,42.0,40.0
100528020,62.0,14.0,73.0,17.0,41.0,16.0,38.0,25.0
440503,6.0,30.0,7.0,5.0,9.0,16.0,4.0,8.0
730005,10.0,10.0,13.0,14.0,14.0,14.0,41.0,40.0
153218,4.0,2.0,6.0,1.0,3.0,1.0,1.0,2.0
344022,4.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0
51400,832.0,760.0,762.0,574.0,950.0,1717.0,747.0,660.0
10809,116.0,46.0,170.0,58.0,126.0,129.0,120.0,90.0
100131539,1.0,7.0,0.0,7.0,4.0,3.0,3.0,5.0
728130,193.0,190.0,158.0,96.0,209.0,221.0,169.0,113.0
64506,797.0,476.0,647.0,236.0,521.0,246.0,595.0,433.0
400954,24.0,16.0,16.0,10.0,41.0,35.0,22.0,39.0
23053,2356.0,2116.0,2575.0,1360.0,3224.0,3284.0,1750.0,2386.0
414152,24.0,15.0,81.0,24.0,21.0,43.0,38.0,16.0
100271715,33.0,15.0,24.0,21.0,12.0,14.0,42.0,22.0
7866,321.0,298.0,380.0,197.0,362.0,529.0,303.0,254.0
440854,11.0,8.0,13.0,2.0,8.0,7.0,10.0,12.0
9189,679.0,606.0,672.0,496.0,761.0,1049.0,499.0,790.0
100188893,774.0,765.0,852.0,554.0,869.0,1098.0,576.0,694.0
221092,2057.0,2126.0,2018.0,1617.0,2174.0,2783.0,1577.0,1911.0
751071,83.0,102.0,77.0,31.0,108.0,76.0,67.0,46.0
643680,18.0,16.0,12.0,3.0,14.0,11.0,17.0,10.0
654463,341.0,28.0,196.0,30.0,519.0,70.0,835.0,86.0
4515,89.0,70.0,72.0,61.0,52.0,112.0,61.0,79.0
219537,5.0,2.0,1.0,2.0,1.0,3.0,8.0,6.0
101059953,28.0,24.0,11.0,2.0,445.0,527.0,8.0,13.0
125150,188.0,130.0,185.0,102.0,253.0,203.0,217.0,151.0
64283,354.0,597.0,472.0,690.0,552.0,1189.0,374.0,866.0
100130742,11.0,18.0,14.0,7.0,17.0,19.0,18.0,21.0
729920,41.0,32.0,48.0,37.0,36.0,51.0,21.0,36.0
101059938,51.0,106.0,123.0,28.0,127.0,99.0,37.0,43.0
79680,311.0,331.0,396.0,272.0,381.0,1008.0,280.0,554.0
340267,4.0,12.0,25.0,12.0,5.0,14.0,6.0,17.0
11331,2600.0,2748.0,2768.0,1528.0,2921.0,3405.0,1916.0,2233.0
84461,441.0,468.0,510.0,238.0,462.0,539.0,344.0,354.0
3115,0.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0
6046,620.0,402.0,360.0,304.0,1475.0,1423.0,1187.0,1032.0
137886,444.0,290.0,660.0,255.0,486.0,657.0,595.0,502.0
644019,28.0,45.0,106.0,53.0,225.0,66.0,84.0,88.0
55670,1073.0,877.0,1278.0,673.0,1264.0,1661.0,1064.0,1074.0
60493,198.0,220.0,169.0,179.0,248.0,380.0,127.0,236.0
440270,1831.0,1479.0,1936.0,727.0,1611.0,1981.0,1050.0,1167.0
157855,4.0,2.0,15.0,2.0,15.0,30.0,2.0,2.0
57594,170.0,222.0,242.0,146.0,210.0,288.0,161.0,192.0
100507650,2.0,4.0,5.0,2.0,5.0,6.0,2.0,2.0
1654,5485.0,5394.0,5863.0,4153.0,7248.0,9532.0,7145.0,8805.0
64601,925.0,926.0,751.0,436.0,863.0,999.0,598.0,702.0
3303,1578.0,1549.0,0.0,0.0,0.0,0.0,0.0,0.0
4636,353.0,256.0,373.0,190.0,373.0,449.0,334.0,343.0
55628,478.0,367.0,469.0,294.0,537.0,677.0,336.0,317.0
7919,218.0,236.0,165.0,143.0,283.0,389.0,360.0,388.0
79716,664.0,810.0,680.0,512.0,539.0,807.0,567.0,833.0
100526842,481.0,382.0,647.0,386.0,739.0,706.0,264.0,426.0
283514,2.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0
780,98.0,111.0,260.0,154.0,123.0,227.0,212.0,267.0
388795,6.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
5987,300.0,262.0,270.0,185.0,361.0,405.0,294.0,264.0
6248,27.0,5.0,45.0,2.0,44.0,105.0,43.0,89.0
729515,362.0,348.0,423.0,274.0,455.0,471.0,356.0,371.0
56900,1183.0,1126.0,1254.0,824.0,1491.0,1695.0,1149.0,1182.0
728833,10.0,5.0,10.0,0.0,9.0,10.0,12.0,14.0
